2^15,0.003921
2^20,0.169688
2^20,0.173408
2^25,7.157036
2^30,240.483003
2^15,0.007435
2^20,0.177859
2^20,0.160735
2^25,6.497356
2^15,0.004059
2^20,0.160297
2^20,0.159820
2^25,7.225924
2^30,340.438564
